OBJECTID,tag,status,cbu,owner,metered,fire_line,diameter,material,polywrap,yr_inst,length,yr_abandon,yr_removed,yr_replace,comments,NumberOfMa,Shape_Leng,Score,Soil_Comp,Soil_Comp_Full,Soil_Hydro_Group,Shape_Length,ElevChange,NumberofSLs
2442,wp19463,i,y,CBU,n,n,12,DI,n,2005,40,0, , , ,0,40.24368067,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,40.24368067,0.692947388,0
2443,wp19466,i,y,CBU,n,n,8,DI,n,2005,100,0, , , ,0,106.7136257,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,106.7136257,0.278121948,3
2444,wp19479,i,y,CBU,n,n,12,DI,n,2005,63,0, , , ,0,62.71215664,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,62.71215664,0.435043335,0
2445,wp19489,i,y,CBU,n,n,12,DI,n,2005,162,0, , , ,0,180.9196554,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C,180.9196554,0.561340332,0
2446,wp23264,i,y,CBU,n,n,12,DI,n,2008,21,0, , , ,0,21.0473509,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,21.0473509,0,0
2447,wp23269,i,y,CBU,n,n,12,DI,n,2008,29,0, , , ,0,29.38899114,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,29.38899114,0.015411377,0
2448,wp23285,i,y,CBU,n,n,8,DI,n,2008,45,0, , , ,0,43.92312201,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,43.92312201,0.217102051,0
2449,wp21435,i,y,CBU,n,n,8,DI,n,1996,149,0, , , ,0,149.4448565,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,149.4448565,2.22567749,1
2450,wp21441,i,y,CBU,n,n,6,DI,n,2007,42,0, , , ,0,41.8733143,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,41.8733143,0.104553223,0
2451,wp21444,i,y,CBU,n,n,6,DI,n,2007,67,0, , , ,0,66.71580684,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,66.71580684,0.694061279,0
2452,wp23665,i,y,CBU,n,n,12,DI,n,1985,50,0, , , ,0,49.62029356,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,49.62029355,1.440765381,1
2453,wp23672,i,y,CBU,n,n,8,DI,n,2008,94,0, , , ,0,97.09797031,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,97.09797031,0.182556152,6
2454,wp23692,i,y,CBU,n,n,8,DI,n,2008,38,0, , , ,0,38.16709814,4,Ua,"Udorthents, loamy",,38.16709814,0.116836548,0
2455,wp23737,i,y,CBU,n,n,20,DI,n,2008,30,0, , , ,0,30.0671563,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,30.0671563,0,0
2456,wp23738,i,y,CBU,n,n,20,DI,n,2008,285,0, , , ,0,294.1351242,4,Ua,"Udorthents, loamy",Group B,294.1351242,0.174545288,1
2457,wp26773,i,y,CBU,n,n,6,DI,n,1997,19,0, , , ,0,19.15824081,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,19.15824081,0,0
2458,wp19023,i,y,CBU,n,n,12,DI,n,1999,147,0, , , ,0,147.2255846,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,147.2255846,0.070388794,0
2459,wp19051,i,y,CBU,n,n,12,DI,n,2000,361,0, , , ,0,360.8561088,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,360.8561088,5.317459106,0
2460,wp19975,i,y,CBU,n,n,8,DI,n,2006,25,0, , , ,0,24.58001087,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group B/D,24.58001088,0.317321777,0
2461,wp19977,i,y,CBU,n,n,8,DI,n,2006,257,0, , , ,0,249.045231,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group B/D,249.045231,1.522109985,10
2462,wp19997,i,y,CBU,n,n,8,DI,n,2006,69,0, , , ,0,68.02143413,4,Ba,"Bartle silt loam, 0 to 2 percent slopes",Group B,68.02143413,0.551544189,0
2463,wp20019,i,y,CBU,n,n,8,CI,n,1963,21,0, , , ,0,21.05746607,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,21.05746607,0.178497314,0
2464,wp20039,i,y,CBU,n,n,12,DI,n,2006,474,0, , , ,0,473.9277338,4,IvA,"Iva silt loam, 0 to 2 percent slopes",Group B/D,473.9277338,0.590560913,3
2465,wp12779,i,y,CBU,n,n,8,DI,n,2001,22,0, , , ,0,45.44251494,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,45.44251494,1.609313965,1
2466,wp3542,i,y,CBU,n,n,8,DI,n,1996,17,0, , , ,0,17.02885674,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group B/D,17.02885674,0.251495361,0
2467,q4874,i,y,CBU,n,n,6,CIL,n,1922,400,0, , ,QtrSect maps (50s & 80s) show on or E of CL,1,399.6318337,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,399.6318337,1.271209717,2
2468,q4671,i,y,CBU,n,n,4,CIL,n,1890,114,0, , , ,0,113.5338938,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,113.5338938,1.293746948,0
2469,wp708,i,y,CBU,n,n,6,DI,n,1991,222,0, , , ,0,221.9162258,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,221.9162258,3.157562256,2
2470,u4621,i,y,CBU,n,n,6,CI,n,1957,597,0, , , ,8,597.3747717,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,597.3747717,3.780563354,6
2471,t4347,i,y,CBU,n,n,6,CI,n,1970,73,0, , , ,3,72.84173025,2,Ua,"Udorthents, loamy",,72.84173025,0.985977173,0
2472,wp10846,i,y,CBU,n,n,12,DI,n,1996,28,0, , , ,0,27.97148258,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,27.97148258,0.241012573,0
2473,wp14188,i,y,CBU,n,n,6,T,n,1946,486,0, , , ,0,486.2822291,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,486.2822291,2.134490967,14
2474,wp20067,i,y,CBU,n,n,8,DI,n,2006,432,0, , , ,0,429.1723654,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,429.1723654,5.648788452,6
2475,wp20070,i,y,CBU,n,n,8,DI,n,2006,612,0, , , ,1,613.4276506,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,613.4276506,2.208679199,6
2476,wp27327,i,y,CBU,n,n,6,CIL,n,1922,224,0, , , ,0,224.255641,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,224.255641,3.037780762,1
2477,wp23104,i,y,CBU,n,n,12,DI,n,2008,90,0, , , ,0,87.77258023,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,87.77258023,0.705993652,1
2478,wp23116,i,y,CBU,n,n,16,DI,n,2008,133,0, , , ,0,133.0576818,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,133.0576818,1.697906494,1
2479,wp23117,i,y,CBU,n,n,16,DI,n,2008,20,0, , , ,0,19.66163278,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,19.66163278,0,0
2480,wp16059,i,y,CBU,n,n,6,DI,n,1994,46,0, , , ,0,46.11605142,4,HaD,"Hagerstown silt loam, 12 to 20 percent slopes",Group C,46.11605142,1.187454224,0
2481,wp16061,i,y,CBU,n,n,6,DI,n,2003,22,0, , , ,0,21.7822304,4,Ua,"Udorthents, loamy",,21.78223039,0.002090454,0
2482,wp12080,i,y,CBU,n,n,8,DI,n,2000,160,0, , , ,0,162.3842991,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,162.3842991,0.70401001,5
2483,wp18424,i,y,CBU,n,n,6,CI,n,1954,80,0, , , ,0,80.40718167,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,80.40718167,0.234176636,2
2484,wp23781,i,y,CBU,n,n,4,S21,n,2008,160,0, , , ,0,162.3835212,5,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,162.3835212,1.662567139,3
2485,wp19092,i,y,CBU,n,n,8,DI,n,2005,55,0, , , ,0,47.19263168,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,47.19263168,0.961288452,2
2486,wp19094,i,y,CBU,n,n,8,DI,n,2005,305,0, , , ,0,310.1083006,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,310.1083006,4.956329346,3
2487,wp24534,i,y,CBU,n,n,8,CI,n,1973,19,0, , , ,0,19.04827772,4,Ua,"Udorthents, loamy",,19.04827772,0.255111694,0
2488,wp24543,i,y,CBU,n,n,6,CI,n,1974,28,0, , , ,0,27.72655635,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,27.72655635,0.37840271,0
2489,wp26424,i,y,CBU,n,n,12,DI,n,2011,182,0, , , ,0,181.0360728,4,HoC,"Hosmer silt loam, 6 to 12 percent slopes",Group D,181.0360728,0.365264893,2
2490,wp26440,i,y,CBU,n,n,8,DI,n,2011,62,0, , , ,0,59.4064506,4,AgrC,"Apalona-Zanesville silt loams, 6 to 12 percent slopes",Group C,59.4064506,0.380310059,1
2491,q47180,i,y,CBU,n,n,6,CIL,n,1922,65,0, , ,uncertain date,0,65.09015621,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,65.09015622,0.13822937,1
2492,wp26520,i,y,CBU,n,n,8,DI,n,2011,77,0, , , ,1,77.32900242,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,77.32900243,0.254730225,0
2493,wp26554,i,y,CBU,n,n,6,CIL,n,1910,160,0, , ,betw 1898 & 1913,0,160.4867664,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,160.4867664,0.638839722,0
2494,wp26571,i,y,CBU,n,n,12,DI,n,2011,29,0, , , ,0,29.40681122,4,Bo,"Bonnie silt loam, frequently flooded",Group C/D,29.40681122,0.269638062,0
2495,wp23507,i,y,CBU,n,n,24,DI,n,2008,151,0, , , ,0,151.0128219,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,151.0128219,1.265167236,0
2496,wp23527,i,y,CBU,n,n,6,DI,n,1989,130,0, , , ,0,130.0172228,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,130.0172228,0.223937988,2
2497,wp23541,i,y,CBU,n,n,24,DI,n,2008,20,0, , , ,0,20.37370353,4,Hd,"Haymond silt loam, frequently flooded",Group B,20.37370353,1.076950073,0
2498,wp26371,i,y,CBU,n,n,8,DI,n,2011,151,0, , , ,0,149.5003769,4,HoA,"Hosmer silt loam, 0 to 2 percent slopes",Group D,149.5003769,0.762573242,2
2499,wp26372,i,y,CBU,n,n,8,DI,n,2011,29,0, , , ,0,29.19330586,4,HoA,"Hosmer silt loam, 0 to 2 percent slopes",Group D,29.19330586,0.168670654,0
2500,wp22456,i,y,CBU,n,n,2,C,n,2006,26,0, , , ,0,25.92755331,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,25.92755331,0.249969482,0
2501,wp22467,i,y,CBU,n,n,2,S21,n,2007,140,0, , , ,0,139.5766859,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,139.5766859,1.739471436,3
2502,wp18497,i,y,CBU,n,n,6,DI,n,1982,111,0, , , ,0,110.6861478,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,110.6861478,0.950271606,2
2503,wp18501,i,y,CBU,n,n,6,DI,n,1982,95,0, , , ,1,95.11396888,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,95.11396888,0.796295166,0
2504,wp27968,i,y,CBU,n,n,2,C,n,2013,22,0, , , ,0,24.23642758,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,24.23642757,0.38861084,0
2505,wp26755,i,y,CBU,n,n,6,DI,n,2012,239,0, , , ,0,238.5615371,4,Ua,"Udorthents, loamy",Group B,238.5615371,1.384140015,1
2506,wp17465,i,y,CBU,n,n,8,DI,n,2004,49,0, , ,"may be E of 4""",0,45.35528674,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,45.35528674,0.384552002,0
2507,wp26788,i,y,CBU,n,n,6,DI,n,2010,204,0, , , ,0,203.0878362,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,203.0878362,1.873840332,2
2508,wp26810,i,y,CBU,n,n,8,DI,n,2012,86,0, , , ,0,84.28072212,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,84.28072212,0.616653442,1
2509,wp26811,i,y,CBU,n,n,8,DI,n,2012,121,0, , , ,0,120.5379693,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,120.5379693,0.72833252,2
2510,wp26838,i,y,CBU,n,n,12,DI,n,2012,114,0, , , ,0,114.2859698,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group C/D,114.2859698,0.693267822,0
2511,wp26852,i,y,CBU,n,n,8,DI,n,2012,35,0, , , ,0,34.80206006,4,TlB,"Zanesville silt loam, 2 to 6 percent slopes",Group C/D,34.80206006,0.11706543,0
2512,wp28250,i,y,CBU,n,n,36,PC,n,2013,230,0, , , ,0,229.8673034,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,229.8673034,0.942108154,0
2513,wp28254,i,y,CBU,n,n,36,PC,n,2013,146,0, , , ,0,146.3607555,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,146.3607555,0.479187012,0
2514,wp18116,i,y,CBU,n,n,6,DI,n,1988,16,0, , , ,0,16.3899008,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,16.3899008,0,0
2515,v4422,i,y,CBU,n,n,6,DI,n,1991,377,0, , , ,0,376.7422842,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,376.7422842,1.797241211,5
2516,v4349,i,y,CBU,n,n,6,DI,n,1986,27,0, , , ,0,26.53988139,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,26.53988139,0.067016602,0
2517,wp9265,i,y,CBU,n,n,6,DI,n,1999,25,0, , , ,0,24.51889765,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,24.51889765,0.075531006,0
2518,wp9270,i,y,CBU,n,n,8,DI,n,1999,45,0, , , ,0,45.45389724,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,45.45389724,0.370574951,0
2519,wp9293,i,y,CBU,n,n,8,DI,n,1999,150,0, , , ,0,154.0779211,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,154.0779211,1.030914307,1
2520,p4437,i,y,CBU,n,n,8,CIL,n,1893,30,0, , ,"1913 Sanborn, but installed when Upper Twin Lake built",0,30.3089949,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,30.3089949,0.021057129,0
2521,wp28893,i,y,CBU,n,n,8,DI,n,2013,132,0, , , ,0,131.9631208,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,131.9631208,1.436523438,0
2522,wp28896,i,y,CBU,n,n,8,DI,n,2013,220,0, , , ,0,219.0297585,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,219.0297585,1.836578369,2
2523,r4042,i,y,CBU,n,n,6,DI,n,1979,290,0, , , ,0,289.5669546,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,289.5669546,3.010192871,0
2524,wp28268,i,y,CBU,n,n,36,PC,n,2013,519,0, , , ,0,519.4950968,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,519.4950968,0.507720947,0
2525,wp28282,i,y,CBU,n,n,36,PC,n,2013,69,0, , , ,0,69.01281784,4,WyqD,"Wrays-Gilwood silt loams, 6 to 20 percent slopes",Group C,69.01281784,1.719696045,0
2526,wp28289,i,y,CBU,n,n,36,PC,n,2013,731,0, , , ,0,731.2717179,4,WyqD,"Wrays-Gilwood silt loams, 6 to 20 percent slopes",Group C,731.2717179,0.872116089,1
2527,wp28525,i,y,CBU,n,n,20,DI,n,2012,104,0, , , ,0,103.6326057,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,103.6326057,1.361358643,0
2528,wp23691,i,y,CBU,n,n,8,DI,n,2008,25,0, , , ,0,25.01067736,4,Ua,"Udorthents, loamy",,25.01067736,0.110412598,0
2529,wp23698,i,y,CBU,n,n,12,DI,n,2008,22,0, , , ,0,28.13241281,4,Ua,"Udorthents, loamy",,28.1324128,0.206512451,0
2530,wp3326,i,y,CBU,n,n,8,DI,n,1995,194,0, , , ,0,189.4698342,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,189.4698342,1.390060425,3
2531,wp28153,i,y,CBU,n,n,36,PC,n,2013,16,0, , , ,0,16.0981529,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,16.09815289,0.202926636,0
2532,wp28166,i,y,CBU,n,n,36,PC,n,2013,181,0, , , ,0,180.9972283,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,180.9972283,0.130844116,0
2533,wp28177,i,y,CBU,n,n,36,PC,n,2013,113,0, , , ,0,113.1819301,4,CrD,"Crider silt loam, 12 to 18 percent slopes",Group B,113.18193,2.16217041,0
2534,wp28178,i,y,CBU,n,n,36,PC,n,2013,464,0, , , ,0,464.2964181,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,464.2964181,3.978393555,0
2535,wp28205,i,y,CBU,n,n,36,PC,n,2013,21,0, , , ,0,20.84624784,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,20.84624784,0,0
2536,wp28215,i,y,CBU,n,n,36,PC,n,2013,604,0, , , ,0,603.9883345,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C/D,603.9883345,2.899932861,0
2537,t4197,i,y,CBU,n,n,6,DI,n,1983,54,0, , , ,1,54.20339099,4,EkB,"Elkinsville silt loam, 2 to 6 percent slopes",Group C,54.20339099,0.028289795,0
2538,t4183,i,y,CBU,n,n,6,DI,n,1983,110,0, , , ,2,110.2255473,4,EkB,"Elkinsville silt loam, 2 to 6 percent slopes",Group C,110.2255473,0.051712036,1
2539,wp7462,i,y,CBU,n,n,24,DI,n,1996,100,0, , , ,0,99.23736334,4,Wa,"Wakeland silt loam, 0 to 2 percent slopes, frequently flooded",Group B/D,99.23736334,0.88621521,0
2540,wp8779,i,y,CBU,n,n,12,DI,n,1997,147,0, , , ,0,147.1735547,4,WeC,"Wellston silt loam, 6 to 12 percent slopes",Group B,147.1735547,1.339523315,0
2541,wp8783,i,y,CBU,n,n,6,DI,n,1999,49,0, , , ,0,36.68489589,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,36.68489589,0.464645386,0
2542,wp22591,i,y,CBU,n,n,12,DI,n,2008,173,0, , , ,0,171.9631686,4,HtB,"Hosmer-Urban land complex, 2 to 12 percent slopes",Group D,171.9631686,0.574951172,0
2543,wp22613,i,y,CBU,n,n,12,DI,n,2008,37,0, , , ,0,39.53187742,4,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,39.53187742,0.948028564,0
2544,wp17902,i,y,CBU,n,n,1,C,n,1989,147,0, , , ,0,147.532968,0,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,147.532968,0.943344116,1
2545,wp17915,i,y,CBU,n,n,6,DI,n,1986,211,0, , , ,0,211.0281232,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,211.0281232,1.709289551,3
2546,wp18005,i,y,CBU,n,n,8,DI,n,2004,37,0, , , ,0,37.18049855,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C/D,37.18049855,0.731719971,0
2547,wp28879,i,y,CBU,n,n,8,DIGR,n,2012,146,0, , , ,0,142.0535795,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,142.0535795,2.110107422,1
2548,p47232,i,y,CBU,n,n,6,DI,n,1983,262,0, , , ,0,262.2902454,4,Ua,"Udorthents, loamy",,262.2902454,3.058517456,9
2549,wp23502,i,y,CBU,n,n,6,DI,n,1989,36,0, , , ,0,35.95506844,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,35.95506844,0.244384766,0
2550,wp1580,i,y,CBU,n,n,8,DI,n,1995,79,0, , , ,0,78.9213344,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,78.9213344,0.653182983,0
2551,wp18710,i,y,CBU,n,n,8,DI,n,2005,352,0, , , ,0,351.8328745,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,351.8328745,3.371582031,7
2552,wp18713,i,y,CBU,n,n,8,DI,n,2005,241,0, , , ,0,240.1829598,4,Ua,"Udorthents, loamy",Group B,240.1829598,1.815673828,1
2553,p47192,i,y,CBU,n,n,8,CI,n,1966,46,0, , , ,0,46.33216476,3,Ua,"Udorthents, loamy",,46.33216475,0.141464233,0
2554,wp25124,i,y,CBU,n,n,12,CI,n,1957,201,0, , , ,1,200.886564,2,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,200.886564,1.733291626,0
2555,wp28220,i,y,CBU,n,n,36,PC,n,2013,166,0, , , ,0,166.3243874,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,166.3243874,2.27947998,0
2556,wp27882,i,y,CBU,n,n,12,CI,n,1954,23,0, , ,possibly older,0,23.22896688,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,23.22896688,0.771896362,0
2557,wp28686,i,y,CBU,n,n,8,DI,n,2013,107,0, , , ,0,105.6362795,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,105.6362795,0.733917236,0
2558,wp27029,i,y,CBU,n,n,24,CI,n,1965,68,0, , , ,1,68.11743581,2,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,68.11743581,0.002685547,0
2559,wp27778,i,y,CBU,n,n,6,CI,n,1957,155,0, , , ,0,154.7385995,3,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,154.7385995,1.287307739,1
2560,wp19351,i,y,CBU,n,n,12,DI,n,2005,184,0, , , ,0,183.5653294,4,BdB,"Bedford silt loam, 2 to 6 percent slopes",Group C,183.5653294,0.123626709,0
2561,wp26239,i,y,CBU,n,n,2,S21,n,2011,30,0, , , ,0,27.61891196,0,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,27.61891196,0.324691772,1
2562,wp29034,i,y,CBU,n,n,8,DI,n,2012,161,0, , , ,0,160.5531328,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,160.5531328,2.307983398,0
2563,wp29067,i,y,CBU,n,n,18,CI,n,1965,202,0, , , ,0,201.8338356,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,201.8338356,3.681640625,3
2564,r38153,i,y,CBU,n,n,6,DI,n,1988,127,0, , , ,1,127.1952326,4,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,127.1952326,0.168365479,2
2565,q45220,i,y,CBU,n,n,8,CI,n,1973,179,0, , , ,0,178.9822819,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,178.9822819,1.120239258,0
2566,wp11247,i,y,CBU,n,n,8,CI,n,1973,120,0, , , ,0,120.0910008,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,120.0910008,1.09664917,1
2567,p4784,i,y,CBU,n,n,6,CIL,n,1922,293,0, , , ,0,292.5426358,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,292.5426357,2.278961182,8
2568,o47174,i,y,CBU,n,n,16,CI,n,1964,67,0, , , ,0,66.88877426,3,Ua,"Udorthents, loamy",,66.88877427,0.457489014,0
2569,wp5641,i,y,CBU,n,n,6,DI,n,1993,130,0, , , ,0,130.1558101,4,CrC,"Crider silt loam, 6 to 12 percent slopes",Group C/D,130.1558101,2.862182617,1
2570,wp26337,i,y,CBU,n,n,12,CI,n,1953,24,0, , , ,0,24.44323289,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,24.44323289,0.081787109,0
2571,wp26338,i,y,CBU,n,n,12,CI,n,1953,19,0, , , ,0,18.85755684,2,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,18.85755684,0.484451294,1
2572,wp25997,i,y,CBU,n,n,6,CI,n,1957,623,0, , , ,1,623.112786,3,CrC,"Crider silt loam, 6 to 12 percent slopes",Group B,623.112786,4.686294556,0
2573,wp27151,i,y,CBU,n,n,12,DI,n,2012,92,0, , , ,0,91.58172468,4,Ua,"Udorthents, loamy",Group B,91.58172468,0.60748291,0
2574,wp7012,i,y,CBU,n,n,12,DI,n,1998,73,0, , , ,0,67.46541626,4,HoA,"Hosmer silt loam, 0 to 2 percent slopes",Group D,67.46541626,0.059997559,0
2575,r47152,i,y,CBU,n,n,6,CIL,n,1922,78,0, , , ,0,78.34258054,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,78.34258054,0.855712891,0
2576,o454,i,y,CBU,n,n,6,DI,n,1985,270,0, , , ,0,270.0991267,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,270.0991267,1.542022705,2
2577,o4449,i,y,CBU,n,n,6,DI,n,1980,226,0, , , ,0,225.6508813,4,CtB,"Crider-Urban land complex, 2 to 6 percent slopes",Group B,225.6508813,2.067504883,6
2578,wp18791,i,y,CBU,n,n,2,C,n,2005,85,0, , , ,0,88.58338839,0,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,88.58338839,0.034896851,3
2579,wp18792,i,y,CBU,n,n,2,C,n,2005,63,0, , , ,0,56.68118545,0,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,56.68118545,0.140350342,2
2580,wp18802,i,y,CBU,n,n,8,DI,n,2005,122,0, , , ,0,121.6326516,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,121.6326516,1.429122925,0
2581,wp18819,i,y,CBU,n,n,2,S21,n,2005,49,0, , , ,0,49.14058131,0,HoB,"Hosmer silt loam, 2 to 6 percent slopes",Group D,49.14058131,0.421020508,1
2582,wp18828,i,y,CBU,n,n,6,DI,n,2005,171,0, , , ,0,170.7774625,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,170.7774625,2.586654663,2
2583,wp11911,i,y,CBU,n,n,2,S21,n,2001,112,0, , , ,0,119.2960132,0,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,119.2960132,1.328155518,2
2584,p5133,i,y,CBU,n,n,12,CI,n,1959,52,0, , , ,0,51.96337364,3,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,51.96337364,1.096069336,0
2585,p524,i,y,CBU,n,n,12,DI,n,1988,101,0, , , ,0,101.1053958,4,CrB,"Crider silt loam, 2 to 6 percent slopes",Group B,101.1053958,0.298706055,1
2586,p5122,i,y,CBU,n,n,6,CI,n,1960,254,0, , , ,2,253.7534613,2,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,253.7534613,0.706085205,3
2587,wp27032,i,y,CBU,n,n,6,DI,n,1991,21,0, , , ,0,21.11564163,4,CtC,"Crider-Urban land complex, 6 to 12 percent slopes",Group B,21.11564163,0.256607056,0
2588,wp28016,i,y,CBU,n,n,24,PC,n,2013,109,0, , , ,0,68.4225147,4,Hd,"Haymond silt loam, frequently flooded",Group B,68.4225147,0.433242798,0
2589,wp28019,i,y,CBU,n,n,24,PC,n,2013,75,0, , , ,0,75.4241274,4,Hd,"Haymond silt loam, frequently flooded",Group B,75.4241274,1.039627075,0
2590,wp2501,i,y,CBU,n,n,12,DI,n,1987,391,0, , , ,1,390.7456874,3,CaD,"Caneyville silt loam, 12 to 18 percent slopes",Group C,390.7456874,1.146743774,0
