FID,tag,wodate,datedone,size,material,install_yr,location,comments,abandoned,globalid
362,wpbrk0446,11/04/87,11/09/87,12,unknown,unknown,Corner Third and Bryan, ,n,{7263FC03-EC62-47E5-90B7-101EA7BDF0D7}
363,wpbrk0447,10/26/87,10/26/87,4,unknown,unknown,200 Glendora, ,n,{A2EA0C1D-1B56-4A4D-99B4-3A636B6E4287}
364,wpbrk0448,10/26/87,10/26/87,unk,unknown,unknown,Corner Hickory Leaf and Bloomfield Rd, ,n,{D5B37D07-CB3A-46EA-AE64-8697FCC29C2E}
365,wpbrk0449,10/16/87,10/16/87,6,CI,1969,3641 Hays Dr, ,n,{3483EB11-FA19-45DD-9664-B8B0EBD2228E}
366,wpbrk0450,10/09/87,10/10/87,6,unknown,unknown,2601 N Dunn, ,n,{0F1C4D23-39D6-426A-8626-628DDD396BAC}
367,wpbrk0451,09/24/87,09/24/87,12,unknown,unknown,Corner Winslow and Walnut St Pk, ,n,{6D404125-2E68-437B-9413-427EB761CCB1}
368,wpbrk0452,09/28/87,09/28/87,6,CI,1961,3232 O'Brien Pl, ,n,{3555FC22-E78B-4D03-909D-969A842B928D}
369,wpbrk0453,09/25/87,09/25/87,6,CI,1953,1114 Southdowns Dr, ,n,{37DB01F2-CE58-44B2-94B9-6F5E57FBEB6D}
370,wpbrk0454,09/21/87,09/23/87,2,unknown,unknown,Corner Crestline and Walnut St Pk, ,n,{80A65F4A-8D1C-4D28-B89E-B49A32B76CD9}
371,wpbrk0455,09/22/87,09/22/87,6,unknown,unknown,3920 Fullerton Pk, ,n,{ADDF7A71-5BC0-4A60-9903-760FC9A78931}
372,wpbrk0456,09/23/87,09/25/87,10,CI,1964,1007 N Summit St, ,n,{567C6ED3-58FD-4F85-BB89-78B5B04232AC}
373,wpbrk0457,08/24/87,08/24/87,12,unknown,unknown,Griffey Plant, ,n,{F5FD9137-860D-49AD-88C2-ECB46F05B216}
374,wpbrk0458,08/24/87,08/24/87,6,unknown,unknown,"3100 S Old 37 Eagles Lodge (4'?)""", ,n,{57E31E7C-5BDB-4B78-8A17-724E9F728679}
375,wpbrk0459,08/27/87,08/26/87,4,unknown,unknown,College Mall, ,n,{D9F82F73-775B-4644-8043-8530032D2B73}
376,wpbrk0460,08/21/87,08/24/87,2,Unknown,2004,2334 Henderson Ct (Winslow Ct), ,n,{0261A091-D57F-42E8-8D58-9F50039FA1C3}
377,wpbrk0461, , ,4,CI-lead joint,1910, , ,n,{8BF0B336-A745-499D-B3A8-DEF51ABA4381}
378,wpbrk0462,08/13/87,08/14/87,6,CI,1966,Rogers between 1st and 2nd, ,n,{F2F1C879-8F76-42F2-88CD-F015077BFE19}
379,wpbrk0463,08/14/87,08/14/87,unk,DI,2016,Corner Eighth and Woodlawn, ,n,{76BD495A-1DFC-43BA-ABED-8E2AA3AEB1AF}
380,wpbrk0465,06/15/87,06/14/87,unk,unknown,unknown,N Walnut St at Whisnand Rd, ,n,{3DD54523-C790-4113-9646-BB78B5CADDA9}
381,wpbrk0466,06/11/87,06/11/87,4,unknown,unknown,Hays addition, ,n,{CBF6DF9A-B1D3-43DA-941E-C5A5B420A06C}
382,wpbrk0468,04/30/87,04/28/87,2,unknown,unknown,Winslow Sports Complex, ,n,{66443FFD-873D-4D7B-A183-35BA9D4C43D2}
383,wpbrk0469,04/22/87,04/21/87,2,unknown,unknown,1700 W Eighth, ,n,{BCDB813E-4B9A-4E6C-8F45-8E1BFC406556}
384,wpbrk0470,02/23/87,02/24/87,unk,unknown,unknown,"11th and Woodlawn (6\""?)", ,n,{25A73E42-0FB7-4FC4-B157-23B3090893AA}
385,wpbrk0472,02/02/87,01/31/87,6,unknown,unknown,645 E Audubon Dr, ,n,{2D2B586D-7F8C-4D4A-B103-79BEBB888B47}
386,wpbrk0473,01/12/87,01/12/87,unk,unknown,unknown,3207 E Third (Big Red), ,n,{E4E3B235-ACB5-42B3-BA03-62301D714182}
387,wpbrk0474,12/16/86,12/16/86,6,unknown,unknown,2108 S Rogers, ,n,{A7822BC2-0167-41E3-AB4B-BC757197AC51}
388,wpbrk0475,12/17/86,12/16/86,6,unknown,unknown,1810 S oxford, ,n,{676444D0-3638-46A9-A5AE-4320C46AB2EE}
389,wpbrk0477,12/08/86,12/08/86,12,unknown,unknown,1712 S High St, ,n,{80ABF480-8447-47A7-A428-7376EA546042}
390,wpbrk0478,12/08/86,12/08/86,4,unknown,unknown,4225 Stephens Dr, ,n,{89AAC363-1A47-4C8D-BF95-DBA535F4953C}
391,wpbrk0479,12/09/86,12/09/86,4,unknown,unknown,Corner Ballantine and Southdowns, ,n,{9657489E-99B8-47C7-9D14-50B491E8BC61}
392,wpbrk0480,12/10/86,12/10/86,6,unknown,unknown,611 S Clifton, ,n,{1BDBB871-A8F1-4329-A936-A7B113EE1441}
393,wpbrk0481,12/09/86,12/09/86,2,unknown,unknown,2405 S Bryan St, ,n,{4BB1DD78-87F6-4E70-82DA-5CDA16F74A42}
394,wpbrk0482,11/26/86,11/26/86,unk,unknown,unknown,4414 N Old SR 37, ,n,{969542FD-E0BB-48F5-A1E2-3A10958626F3}
395,wpbrk0483,11/14/86,11/14/86,6,CI,1959,15th E of Lindberg, ,n,{52A4E096-9461-4A49-8938-17258CAAAAC7}
396,wpbrk0484,11/18/86,11/17/86,12,unknown,unknown,Tenth and Bypass, ,n,{073E506C-BD57-45A1-8E6F-0EFEE361EFEA}
397,wpbrk0485,11/19/86,11/15/86,6,CI,1956,E Southdowns E of Corcle iDr, ,n,{7C108073-1B7E-4DDF-A284-A9D98A27DA37}
398,wpbrk0486,11/19/86,11/19/86,2,unknown,unknown,Corner 12th and Park, ,n,{E9364424-C221-48CF-AE4C-03F5FE97D388}
399,wpbrk0487,11/05/86,11/06/86,6,CI,1965,W Wayside Dr, ,n,{2AF0A378-BAA7-4C62-94D6-5B6FCFDCC73B}
400,wpbrk0488,10/29/86,10/26/86,6,unknown,unknown,Corner Village and Highland, ,n,{F1AE87BB-AAD8-44B5-9614-0B5F76E12EC1}
401,wpbrk0490,11/03/86,11/01/86,unk,unknown,unknown,1508 N Woodburn Av, ,n,{4C3C86FF-24FD-46EF-919E-05261A46B10C}
402,wpbrk0491,10/27/86,10/26/86,6,unknown,unknown,410 E Blue Ridge Dr, ,n,{85A8B531-1960-45EE-B264-16724A6EF05B}
403,wpbrk0492,10/27/86,10/24/86,6,unknown,unknown,4148 W Highland Ct, ,n,{C7647B89-5874-4759-BB99-94E4DFB3B8E4}
404,wpbrk0493,10/16/86,10/17/86,6,unknown,unknown,1118 N Lindbergh, ,n,{EC3286BC-FE33-4576-B57E-51BA50632168}
405,wpbrk0494,10/08/86,10/08/86,12,unknown,unknown,Weimer Rd, ,n,{6A3E7826-F84C-4748-BB49-6DE6842DBA87}
406,wpbrk0496,09/25/86,09/25/86,6,unknown,unknown,1306 W Fifteenth, ,n,{B8AAE39C-1482-4EF0-9FFF-A22A83ACFEC7}
407,wpbrk0498,09/15/86,09/13/86,12,unknown,unknown,Cory Lane, ,n,{8B3DAACF-B353-4F42-9818-5D803443D8BB}
408,wpbrk0500,08/12/86,08/15/86,2,unknown,unknown,1508 Stone Dr, ,n,{64F024DC-6D5F-4FB8-BA68-2A4807B6FAEE}
409,wpbrk0502,08/07/86,08/06/86,8,unknown,unknown,Corner 17th and Maple, ,n,{58058693-381A-41A9-B692-5A8067EC863C}
410,wpbrk0503,06/18/86,06/18/86,unk,unknown,unknown,100 Blk W Grimes Ln, ,n,{DD4348B9-0255-4BC8-88CB-EA83103AAF73}
411,wpbrk0504,06/16/86,06/16/86,6,unknown,unknown,W Grimes near Jordan Creek, ,n,{19216425-7871-4D6D-B989-C27DE336325E}
412,wpbrk0505,06/16/86,06/18/86,12,unknown,unknown,3100 Blk of Old SR 37, ,n,{777E6612-D254-416B-9F60-1A185B5F23DF}
413,wpbrk0506,04/21/86,04/18/86,unk,Polyethylene,1997,3425 E Third, ,n,{A45779C5-4F44-4892-833E-0EAEE68ECCDF}
414,wpbrk0507,04/06/86,04/03/86,2,unknown,unknown,Rose Hill ( Elm and 4t, ,n,{414E49C1-57A3-4046-8048-4C5437F14B8D}
415,wpbrk0508,02/24/86,02/24/86,unk,unknown,unknown,Moores pk at Reveres Run, ,n,{FE98B3CD-C392-4F7F-8D7B-4913DC211E59}
416,wpbrk0509,02/03/86,02/03/86,6,unknown,unknown,421 Clover Rd, ,n,{7E277045-18A8-47A7-985A-A52188EB24C3}
417,wpbrk0510,02/13/86,02/14/86,6,unknown,unknown,4291 N Old SR 37, ,n,{02246BD9-3FF7-44F7-BB5E-563660AD8E4D}
418,wpbrk0512,12/24/85,12/27/85,unk,unknown,unknown,Corner Brownridge Rd and Meadowbrook, ,n,{DA06A38B-DBA5-476E-867E-E111FBE796FA}
419,wpbrk0514,12/31/85,12/31/85,6,unknown,unknown,1327 Valley Forge Dr, ,n,{056CE0B6-2873-4C2A-B405-7C90CD1852E8}
420,wpbrk0515,01/02/86,12/27/85,6,unknown,unknown,Corner First and Rose Av, ,n,{F4C3ED98-D3BD-4BB0-B4B2-1BBCF505BD99}
421,wpbrk0517,12/05/85,12/05/85,4,CI,1974,Glendora and Laverne Dr, ,n,{3EDE67AB-4454-4EF6-853F-BB4236504B4D}
422,wpbrk0518,12/24/85,12/21/85,6,unknown,unknown,3634 E Longview Av, ,n,{EA473029-BBBA-4287-84B1-A8A54855A2C6}
423,wpbrk0519,11/21/85,11/21/85,24,CI,1965,407 E Allen, ,n,{049C52DA-C7DB-4429-AD17-491B05340345}
424,wpbrk0520,11/26/85,11/26/85,6,unknown,unknown,3708 Maple Leaf Dr, ,n,{2B310196-0CA2-49B1-AEFE-67F3248FEC60}
425,wpbrk0521,11/20/85,11/20/85,6,unknown,unknown,Corner Grant and Grimes, ,n,{81EF24FF-7B30-4A6D-B2C2-2BED4BB634DF}
426,wpbrk0522,11/01/85,11/04/85,6,unknown,unknown,135 Ridgeview Dr, ,n,{535C6410-B389-40C0-B7BD-BFDB1FAFC580}
427,wpbrk0523,10/22/85,10/22/85,8,unknown,unknown,Hillview at Marlin Hills, ,n,{B3462941-98F1-404B-818A-27AD9DC681DB}
428,wpbrk0526,10/07/85,10/07/85,3,unknown,unknown,2016 E Hunter Av, ,n,{A79B02F5-0682-4A31-94B2-489B68BB645C}
429,wpbrk0527,10/09/85,10/10/85,12,unknown,unknown,Corner Rose and Atwater, ,n,{0BFDD425-B4E6-4025-8598-E543B14E3A88}
430,wpbrk0528,10/01/85,10/01/85,6,unknown,unknown,2922 Ramble Rd East, ,n,{B5E1D0A4-8D7B-4C18-9D63-6486A70F7DA9}
431,wpbrk0529,09/19/85, ,12,DI,1985, , ,n,{A8C13712-4C2C-4D70-B9BB-CABEC1C4697C}
432,wpbrk0530,09/12/85,09/12/85,8,unknown,unknown,Marlin Hills (Hillview), ,n,{1CB7D5BC-B610-4262-8735-1C128BB3C70C}
433,wpbrk0531,08/23/85,08/23/85,6,unknown,unknown,600 N Grnadview, ,n,{97C2B44A-4DD3-437E-91CA-FC73D20461C4}
434,wpbrk0532,08/16/85,08/16/85,6,unknown,unknown,Corner Eighth and Washington, ,n,{5A4751A5-4DA3-4E92-9DE3-74F6EF276B32}
435,wpbrk0533,08/19/85,08/30/85,2,unknown,unknown,Union Between Third and Atwater, ,n,{700DC016-D4F1-4AEE-8C55-753750962A93}
436,wpbrk0534,08/20/85,08/26/85,6,DI,1984,627 W Eighth St, ,n,{76E5F03D-0844-4557-9249-12C7A78E11EF}
437,wpbrk0535,08/13/85,08/14/85,2,unknown,unknown,1105 Automall Rd, ,n,{B76483BB-D287-403B-8940-9D8D4A54F19B}
438,wpbrk0537,07/11/85,07/12/85,2,unknown,unknown,Tenth and Jefferson (Parking Lot across tracks), ,n,{DB543AA6-C61A-4FC9-8213-8F2D152737E2}
439,wpbrk0538,07/11/85,07/11/85,6,unknown,unknown,1024 Southdowns Dr, ,n,{6AE5152E-514D-4401-82D6-515BD638B4A0}
440,wpbrk0539,06/28/85,07/11/85,2,unknown,unknown,Corner Fess and Maxwell Ln, ,n,{0355D2A2-D6D9-46CE-A57A-64FBFADDAE2F}
441,wpbrk0540,06/21/85,06/24/85,12,unknown,unknown,633 S Walker, ,n,{931768FF-4167-49FB-85DF-3206C8691174}
442,wpbrk0541,06/24/85,06/24/85,2,unknown,unknown,Rosehill Cemetery (930 W Third), ,n,{660C4135-E660-42C0-A2B9-1E8F0F43D156}
443,wpbrk0542,05/10/85,05/10/85,6,unknown,unknown,551 Clover Tr, ,n,{C7E25199-1109-49B2-8A70-FFF1F4AA67D0}
444,wpbrk0543,04/17/85,04/17/85,6,unknown,unknown,Hoosier Energy (7300 N Sr 37), ,n,{B2C41BD5-C2D1-4553-AFCA-7888102994D2}
445,wpbrk0544,04/01/85,04/22/85,2,unknown,unknown,Corner Gourley Pk and Cascades, ,n,{8B1F2AFB-03C0-46DD-B122-03B87D450496}
446,wpbrk0545,04/22/85,04/22/85,2,unknown,unknown,Corner Second and Jordan, ,n,{C1CA721F-D73D-45C8-86BE-1F391AD44BFA}
447,wpbrk0546,03/25/85,03/28/85,2,unknown,unknown,1709 W Eighth, ,n,{ADA49234-45EF-4034-B4E8-6ECEDB549385}
448,wpbrk0547,03/04/85,03/06/85,2,unknown,unknown,1112 E Hillside Dr, ,n,{B5945BF9-4A31-44EE-A538-BD0D398CD525}
449,wpbrk0548,03/05/85,03/06/85,18,unknown,unknown,2711 N Dunn (bell joint leaking), ,n,{7D1A409B-CFCC-4C2A-B782-99DA06D21366}
450,wpbrk0549,03/05/85,03/06/85,6,unknown,unknown,3500 Blk Kinser Pk, ,n,{6A269DC9-3CAA-4C46-8FC2-D8B61954DF43}
451,wpbrk0551,02/07/85,02/08/85,6,unknown,unknown,2700 Kinser Pk, ,n,{1D422E0F-3BB8-406C-9586-50254AF67944}
452,wpbrk0552,02/09/85,02/09/85,4,unknown,unknown,1625 S Williams Ct, ,n,{E6BB8407-DEA1-4636-A51A-A09A48E2537F}
453,wpbrk0553,01/16/85,01/18/85,4,unknown,unknown,3641 Hays Dr, ,n,{23601DCE-2EBE-4C95-8738-AB34CD8B6E27}
454,wpbrk0555,01/28/85,01/28/85,6,unknown,unknown,2400 Blk Vernal Pk, ,n,{16656DC1-F37F-462F-933E-35D401E6063C}
455,wpbrk0556,01/28/85,01/27/85,4,unknown,unknown,400 Block E Alice, ,n,{F02AEABA-B535-4F8F-8F17-B93EE3B9BE34}
456,wpbrk0557,01/08/85,01/08/85,6,unknown,unknown,1801 E Arden Dr, ,n,{8CB0B637-41DE-4AF4-8AC3-F4B257720974}
457,wpbrk0558,12/19/84,12/19/84,2,unknown,unknown,Corner Maxwell and Henderson, ,n,{F82887C2-5F64-4D13-975F-46527A3D8459}
458,wpbrk0559,12/23/84,12/23/84,6,unknown,unknown,Corner Rusgan and Ramble Rd East, ,n,{8D0F82B2-E55C-439D-9013-845787438C7D}
459,wpbrk0560,12/26/84,01/08/84,6,unknown,unknown,1600 E Maplecrest Dr, ,n,{B4A7405B-4F45-4C26-BB1F-A0B7FF9895FB}
460,wpbrk0561,12/04/84,12/04/84,2,unknown,unknown,Dillman Plant, ,n,{600FF4CE-CC80-4773-8D4E-919F19C2CF9C}
461,wpbrk0562,12/10/84,12/10/84,12,unknown,unknown,Corner E Third and Morningside, ,n,{2E3929BC-D6C0-49D7-BA9B-7FC4CACFD8FE}
462,wpbrk0563,12/10/84,12/11/84,8,unknown,unknown,Corner Seventeenth and Maple, ,n,{2D2FBD83-40AE-4433-A137-16F3E379F07E}
463,wpbrk0565,11/12/84,11/12/84,6,unknown,unknown,311 E Rusgan Dr, ,n,{4864A87D-6DD2-40A1-A90D-5FE796ED67F7}
464,wpbrk0566,11/01/84,10/29/84,2,unknown,unknown,Rosehill Cemetery (4th and Elm), ,n,{EC26311A-12E2-4E29-98C7-8816FD4F93F4}
465,wpbrk0567,11/01/84,11/02/84,6,CI,1964,4411 E Sheffield Dr, ,n,{D71ECECB-32AD-4537-9529-4C15356F3033}
466,wpbrk0568,10/18/84,10/22/84,6,unknown,unknown,N Kinser Pk at Skyline Dr, ,n,{1248100C-27A1-4A59-A701-B4C2D7CEACCC}
467,wpbrk0569,10/04/84,10/05/84,6,CI,1962,600 Blk S Village Dr, ,n,{EA9D8202-51BA-4AFC-BD60-BF4F3623A31D}
468,wpbrk0571,10/03/84,10/11/84,6,unknown,unknown,First and Morton, ,n,{EA17AB9E-1C0B-4AF2-B8DC-2B43AC46F31D}
469,wpbrk0572,10/03/84,10/04/84,2,unknown,unknown,1524 W Seventh St, ,n,{490BA89D-D017-495E-BC9A-EC9E6DF08067}
470,wpbrk0573,10/01/84,10/02/84,2,unknown,unknown,1600 W Third, ,n,{CEA696C5-C729-4E64-AD2B-2E4A8B689CD0}
471,wpbrk0574,08/29/84,08/29/84,2,unknown,unknown,4540 Gifford Rd (Park Sq Apts), ,n,{DC69955F-FC4C-44EA-8508-B4700EA60EC8}
472,wpbrk0575,08/13/84,08/14/84,2,unknown,unknown,825 Cory Lane, ,n,{745BBA61-15D8-4D9B-928C-6D5A733626A0}
473,wpbrk0576,08/08/84,08/08/84,6,unknown,unknown,Corner Seventh and Union, ,n,{E8F9D45A-B318-40C0-B1D2-4ACBAD8F7E36}
474,wpbrk0577,06/18/84,06/18/84,6,unknown,unknown,4180 N Old SR 37, ,n,{1610C5A8-160E-4E47-A653-5603D80516A9}
475,wpbrk0578,06/20/84,06/19/84,6,unknown,unknown,1304 W Fifteenth, ,n,{C2E2370E-285B-40AF-BE5B-BD7619E9FF45}
476,wpbrk0579,06/19/84,06/18/84,12,unknown,unknown,S Rogers and Gordon Pk, ,n,{868C0B13-2DD6-49F6-A94C-6CEC983C9C70}
477,wpbrk0580,05/17/84,05/21/84,6,unknown,unknown,5711 S Rogers, ,n,{333BC7CF-3065-4165-9BF2-A877AE4401DD}
478,wpbrk0581,05/18/84,05/31/84,2,unknown,unknown,4th and Elm (Rosehill Cemetery), ,n,{B2FB01D3-56AE-4433-A6FB-FA3940062FFB}
479,wpbrk0582,05/23/84,05/18/84,4,unknown,unknown,Corner Fourth and Dunn, ,n,{D5CF85FD-6CD9-4B19-BD9D-BBD2617DBF1D}
480,wpbrk0584,04/26/84,04/26/84,6,unknown,unknown,100 Blk W Grimes, ,n,{7259185B-EC02-4DCA-A2EE-953F0B02C77F}
481,wpbrk0585,04/18/84,04/18/84,2,unknown,unknown,4th and Elm (Rosehill Cemetery), ,n,{8B94C1ED-0751-47B1-8C74-295340C6A480}
482,wpbrk0586,03/23/84,03/24/84,6,unknown,unknown,2543 Spicewood Ln, ,n,{762B9A05-B58E-475E-86EE-BB1F56847BE0}
483,wpbrk0587,03/26/84,04/04/84,2,unknown,unknown,Blucher Pool, ,n,{B0A2E278-DDD2-4380-A8AA-F232EEE66922}
484,wpbrk0588,03/08/84,03/08/84,16,unknown,unknown,Corner Seventeenth and Kinser, ,n,{6765CFB3-F5C5-4763-ADB4-27A9C5AE2DF3}
485,wpbrk0589,02/23/84,02/23/84,2,unknown,unknown,615 Gourley Pk, ,n,{F7F14E86-1D05-4147-8E59-1DE81731AC88}
486,wpbrk0590,02/27/84,02/29/84,2,unknown,unknown,Buick-Cadillac Rd, ,n,{7BD9E895-20E4-439F-BAFD-44AEF2D8E9F8}
487,wpbrk0591,02/14/84,02/14/84,2,unknown,unknown,1700 N Jackson, ,n,{5A566751-4DE4-4D2A-9BA1-D3866A0E9BE5}
488,wpbrk0592,02/14/84,02/13/84,12,unknown,unknown,SR 45 and 37 Bypass, ,n,{48ADF1C9-771F-42F1-8D89-BE678AA54FE1}
489,wpbrk0594,02/06/84,02/07/84,2,unknown,unknown,1965 S Henderson, ,n,{991042C1-66FA-417D-BB98-D11DA3E960B7}
490,wpbrk0595,01/13/84,01/19/84,6,unknown,unknown,2803 Browncliff St, ,n,{34EF11EC-894D-4C35-BEA8-D6B7B81AA6AA}
491,wpbrk0597, , ,6,CI,1968, , ,n,{1C99E22B-5082-4F01-9912-B4E11A478C79}
492,wpbrk0598,01/03/84,01/04/84,12,unknown,unknown,3421 Kingsley, ,n,{01F2890E-CD18-4F70-A298-674EB065B9C8}
493,wpbrk0599,01/04/84,01/05/84,6,unknown,unknown,1529 E Dunstan Dr, ,n,{7006E860-D71C-40E1-94F5-314980AF6951}
494,wpbrk0600,01/05/84,01/04/84,6,CI-lead joint,1931,Corner Woodlawn and Seventeenth, ,n,{C2BC423F-3EB0-42BC-9A3D-7989873291EE}
495,wpbrk0601,01/08/84,01/10/84,6,unknown,unknown,Corner Kinser Pk and Skyline Dr, ,n,{8C64E068-4084-418F-B23E-5CFF24EC2507}
496,wpbrk0602,01/08/84,01/09/84,6,unknown,unknown,1200 Blk W Fifteenth, ,n,{19828E57-22ED-47DB-88A1-C0962A2A970E}
497,wpbrk0604,12/21/83,12/21/83,6,CI,1965,Corner Ridgeview and Brookside, ,n,{2D47BE8D-8A78-4704-98D2-9027615C1FE2}
498,wpbrk0605,12/22/83,12/30/83,2,unknown,unknown,700 Block S Grant, ,n,{2974115A-2D30-4971-A4E9-EAFDB6A7346B}
499,wpbrk0606,12/28/83,12/30/83,2.5,unknown,unknown,1724 S Walnut, ,n,{DFAFADE5-01C4-468D-B9BF-DF788684F8FE}
500,wpbrk0607,01/03/84,01/04/84,6,unknown,unknown,Corner Woodlawn and Seventeenth, ,n,{D94D4682-3C1B-43E4-A281-ABBA692C390D}
501,wpbrk0608,12/08/83,12/08/83,2,unknown,unknown,Corner Monroe and Twentieth, ,n,{F0814E2E-3F51-4AB9-8501-CD44E135E5ED}
502,wpbrk0609,11/07/83,11/07/83,6,unknown,unknown,4296 Old SR 37, ,n,{B5AB5987-2065-47EB-92AA-0D0DD47A44E1}
503,wpbrk0610,10/31/83,10/31/83,6,unknown,unknown,Staats Drive, ,n,{644DB72E-3A8D-4CC4-8E0E-6333C8B295DD}
504,wpbrk0611,11/01/83,11/01/83,6,unknown,unknown,600 Grandview Dr, ,n,{C1DB0540-628C-48DA-BBE7-022E78067313}
505,wpbrk0612,10/25/83,10/24/83,4,unknown,unknown,2330 N Fritz Dr, ,n,{D230EE7F-2758-4C50-9EAC-819136D9DA01}
506,wpbrk0613,10/17/83,10/17/83,2,unknown,unknown,1455 S Stone Dr, ,n,{EA9FC37A-8390-4E7C-BABE-9F1BE0297892}
507,wpbrk0614,10/20/83,10/20/83,6,unknown,unknown,532 N Kerry Dr, ,n,{1DDDD962-5BEB-4A07-8140-DE4D762790EB}
508,wpbrk0615,10/12/83,10/12/83,4,unknown,unknown,916 S Ballantine, ,n,{FA45B6A2-9FF4-46FA-A31C-8B0438BA1623}
509,wpbrk0616,10/12/83,11/03/83,4,unknown,unknown,Blucher Poole, ,n,{5DED06D6-38A9-4D44-B8F1-354B385ADC43}
510,wpbrk0617,10/05/83,10/06/83,2,unknown,unknown,3830 W Bloomfield Rd, ,n,{7F652E9A-A1FC-4A79-8C92-6CD373F174B2}
511,wpbrk0618,10/11/83,10/10/83,6,unknown,unknown,2408 E Fifth, ,n,{103F1764-B6F6-4DB9-98D0-2D0123811552}
512,wpbrk0619,09/30/83,09/30/83,6,unknown,unknown,4180 N Old SR 37, ,n,{349A543F-31F6-47DC-A0CC-9B924B0F09F7}
513,wpbrk0620,09/30/83,10/18/83,4,unknown,unknown,1216 E Maxwell Ln, ,n,{674B76BF-1F1D-45E6-A505-4CB847D44CF5}
514,wpbrk0621,09/28/83,09/28/83,6,DI,2000,Corner Collingswood and Valley Forge, ,n,{56B61BBE-1E53-4314-822B-78D01B5F65B8}
515,wpbrk0622,09/16/83,09/18/83,6,unknown,unknown,"2211 S High St (? on main size 4, 8 or 12\""?)", ,n,{D65F3423-9619-46F8-9D45-67524627C7CC}
516,wpbrk0623,09/20/83,09/21/83,4,unknown,unknown,2310 W Third, ,n,{CE1DE239-5F30-400C-ABAF-472523FF4A54}
517,wpbrk0625,09/26/83,09/29/83,2.5,unknown,unknown,1724 S Walnut (abandoned), ,n,{E3DC4AC3-B848-4471-AA9A-9489C0E07539}
518,wpbrk0626,09/13/83,09/14/83,2,unknown,unknown,1203 Matlock Rd, ,n,{C10B2539-60F0-48BD-A9D0-9EC62635761C}
519,wpbrk0627,09/08/83,09/09/83,2,unknown,unknown,3841 Sharon (galvanized), ,n,{B1063FC3-E8BC-4BFF-8474-1681C2A87678}
520,wpbrk0628,09/12/83,09/09/83,6,CI,1969,410 W Rebecca St, ,n,{75CA1A0D-0A63-49BC-A407-F5BFDFD4BEAA}
521,wpbrk0629,08/23/83,08/23/83,2,unknown,unknown,Corner Monon and S Walnut, ,n,{E16A4EE3-D423-4DC6-B932-092D73FFF2C0}
522,wpbrk0630,07/18/83,07/25/83,2,unknown,unknown,1724 S Walnut, ,n,{CCC85FA2-3679-4F74-807D-D588808809C3}
523,wpbrk0631,07/12/83,07/15/83,2,unknown,unknown,1309 N Kinser, ,n,{AAF33E89-85C9-4FE0-A920-510A660DB880}
524,wpbrk0632,07/11/83,07/13/83,4,unknown,unknown,"315 E University (6""?)", ,n,{179E71BE-154F-4DD6-B45E-A5300A15CA56}
525,wpbrk0633,06/14/83,06/14/83,6,unknown,unknown,Dillman Plant, ,n,{364CDDD4-3C83-4C2F-8AB4-3F03FDD0F8C8}
526,wpbrk0634,04/27/83,04/29/83,6,CI,1963,4300 E Morningside Dr, ,n,{145F6975-4CAA-445F-A6B1-8E17A3F547E0}
527,wpbrk0635,04/21/83,04/21/83,6,unknown,unknown,Corner sixth and PineS, ,n,{447A162C-DBB8-47F2-83D3-84AAE6A3A518}
528,wpbrk0637,03/02/83,03/04/83,2,unknown,unknown,2231 Martha St, ,n,{619A846A-8CCF-4DCF-BFC3-41BA735FAAAA}
529,wpbrk0638,02/17/83,02/22/83,6,CI,1966,Monroe Plant on Shields Ridge, ,n,{7FC1A084-6FDD-446F-96EF-9E0A29F3DC01}
530,wpbrk0640,02/22/83,02/22/83,6,unknown,unknown,3600 Grandview, ,n,{B34CA4D7-D453-4A74-BA7A-F6DBA8AD262B}
531,wpbrk0643,01/03/83,01/03/83,4,CI,1946,2201 S Jean St, ,n,{165F0A14-C7A7-47F9-B38A-AC3D3BBB4B3C}
532,wpbrk0644,12/10/82,12/10/82,2,unknown,unknown,1607 S Clifton, ,n,{31F0DBC2-25D6-4AF1-B734-6FE6C775BF36}
533,wpbrk0646,12/14/82,12/14/82,2,unknown,unknown,2231 N Martha St, ,n,{B877F2E7-7571-49BC-B262-094B291B49C3}
534,wpbrk0647,11/28/82,11/29/82,4,unknown,unknown,2600 Blk E Dekist St, ,n,{A59A8F0F-CE43-4BA4-92AD-51EF24CEBB8F}
535,wpbrk0648,12/02/82,12/02/82,2,unknown,unknown,Corner Seventh and Hay, ,n,{F7670267-44B5-451B-A574-24CE6801CEC8}
536,wpbrk0649,11/17/82,11/17/82,2,unknown,unknown,703 W Gourley Pk, ,n,{13FC2F10-4872-49CC-B9AE-3D87544A501C}
537,wpbrk0651,11/08/82,11/06/82,6,unknown,unknown,1550 Bethel Lane, ,n,{08D70681-AD7A-426B-BDE3-9F1992016380}
538,wpbrk0652,10/25/82,10/25/82,2,unknown,unknown,1800 S Walnut, ,n,{90C424D1-DCFD-43C3-B279-78A5C99A88C6}
539,wpbrk0654,10/08/82,10/08/82,2,unknown,unknown,2405 S Bryan, ,n,{0C1AB1CD-AA82-4047-837C-B1F32C98B471}
540,wpbrk0655,10/05/82,10/06/82,6,CI-lead joint,1922,Corner Eleventh and Forrest, ,n,{C021B8EE-2231-4C17-B22E-3C1C6C664BC1}
541,wpbrk0656,09/16/82,09/17/82,2,unknown,unknown,601 E Seventh service line, ,n,{5F751524-F40B-46B8-A83A-C2EBB59881BB}
